,restaurant,type,price,rating,review,url
72,Saison,Cuisine Californian,From 75 USD    to 150 USD,"Three MICHELIN stars: unique cuisine. Worth a special trip! 





Very good standard. Our best addresses.","No expense has ever been spared in this massive wow-inducing space. There are enough shining copper pots to supply a village of restaurants in France; wood tables, smart chairs, and faux-fur rugs mean that someone has recently been to Scandinavia. There is also a refreshing breakdown of traditional barriers between the kitchen and dining areas-underscored by the chefs' visits to each table, personally presenting and describing dishes. Dining here is gorgeous; some find the service personalities to be pompous, while others regard them as warm and convivial. However, the blaring 80's soundtrack (if indeed that is your era) keeps the mood lively. One thing that is undeniable is the level of extraordinary skill and detail that Chef Joshua Skenes uses to craft each item on his spontaneous menu. Expect cultured butters and cream, light and infused broths, as well as the smoke of a wood-fired oven to feature prominently. Meals may highlight luscious white sturgeon caviar with crisp potatoes tourné and a dab of cultured cream. Then, sample sweet, tender lobster barely warmed over coals with a savory seaweed dressing and rich lobster-brain sauce. Dry-aged duck is grilled ""near the fire,"" served with giblet-confit ragù, wood-roasted date, a dark jus, and is absolutely delicious.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94107-Saison-293069-41102
73,Pesce,Cuisine Italian,From 25 USD    to 49 USD,Good standard.,"Like any good SF renter, when Pesce saw an opportunity for more space, it made the move and uprooted from Polk Street to the Castro. Its commodious new home is minimalist yet warm, with wood tables, bistro chairs, and a pressed-tin ceiling. But some things stay the same, namely, the Venetian-inspired, seafood-heavy cuisine and wonderfully warm service for which it's known. As the Market Street crowds pass by, groups of friends sip wine and share small plates like fritto misto; or caramelized potato gnocchi with shreds of milk-braised pork, sage, and crispy pancetta. The silky hamachi crudo is a must-order, accented with citrus-infused olive oil and a tangle of micro greens. Creamy, none-too-sweet panna cotta is a comforting conclusion.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94109-Pesce-436459-41102
74,Mourad,Cuisine Moroccan,From 50 USD    to 74 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Very good standard.","With the debut of this glamorous outpost at the base of the PacBell building, Aziza Chef/owner Mourad Lahlou has become a big-city slicker. The area's young, food-obsessed techies practically flock to this grand space, replete with soaring ceilings, glowing central columns, and a glass-enclosed wine cellar catwalk. Chef Lahlou's food retains the influence of his Moroccan upbringing, with dishes like duck confit basteeya rolled in thin sheets of flaky pastry. However, diners can also look forward to new levels of creativity using ingredients from around the globe. Even a simple dish of carrots gets unexpected heft from meaty dates and crunchy pecans, not to mention a hit of spice from urfa pepper. Then a wreath of eggplant packs a punch of texture and flavor into one beautiful dish; while tender, smoky octopus, served in a spicy lamb merguez broth with chickpea purée, is Californian and Moroccan all at once. The visionary chef's attention to detail extends to the exceptional drinks. But, those travelling in groups may also want to consider the larger La'Acha menu, which offers family-style Moroccan dishes. Imagine roast chicken or lamb shoulder, rife with sides and sauces, and you'll get the picture.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94105-Mourad-468674-41102
75,Trou Normand,Cuisine Mediterranean,From 25 USD    to 49 USD,,"Named for the Norman tradition of drinking a glass of Calvados to revive the palate during a heavy meal, Bar Agricole's SoMa sequel shares its predecessor's skill with outstanding cocktails. They're perfect palate-cleansers for the expansive and delightful house charcuterie like rich duck pâté with plum and Armagnac or garlicky finocchiona kissed with fennel seeds. While their salumi and selection of spirits are huge draws, Trou Normand is an all-day menu of shareable French- and Italian-leaning plates. Come for a croque madame with ramps and locally roasted coffee at brunch, sausage sandwiches with homemade sauerkraut at lunch, and pastas or roasted meats at dinner. This large and glamorous space is a major hit among hipster tech types.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94105-Trou_Normand-439938-41102
76,Gioia,Cuisine Pizza,From 25 USD    to 49 USD,Simple standard.,"With its large space and casual vibe, Gioia has become a Russian Hill standby, drawing families with kids, groups of friends, and even solo diners (there's lots of counter seating). The rustic décor features white subway-tile walls, an open kitchen, and wood and metal furniture. Be warned: the noise level can be a bit high for any intimate conversation. The highlight here is pizza, with creatively topped pies like summer squash with pesto, burrata, and Calabrian chili, or sausage, broccoli, leeks, pecorino, and olives. They're pricey, but worth it. A selection of salads and antipasti make for great starters. Otherwise, opt for rigatoncini in a meaty pork ragù with fresh, creamy ricotta and more Calabrian chili. A second location dwells in Berkeley.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94109-Gioia-369064-41102
77,Mason Pacific,Cuisine American,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Since its debut in 2013, this smart American bistro is the darling of Nob Hill with swarms of Teslas and Maseratis lining up at the valet station. The stylish occupants, from tech millionaires to white-haired society matrons, stream into the light-filled dining room where they angle for a seat at the semi-private banquette facing the street or in the front room at the marble bar. The menu is prepared with skill and top-notch ingredients, and includes a note-perfect fried chicken and caramelized Alaskan halibut with grated cauliflower and peperoncini. The burger, served on a pretzel bun with smoked tomato, is also a terrific choice. And while the friendly, smartly attired staff keeps the handful of tables moving, reservations are still a must.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94133-Mason_Pacific-408598-41102
78,Benu,Cuisine Contemporary,From 75 USD    to 150 USD,"Three MICHELIN stars: unique cuisine. Worth a special trip! 





Very good standard.","Don't miss the street views directly into this kitchen as you enter-the chefs here are preparing a series of masterpieces. Outside in the courtyard, benches are exactly the kind of place to linger, after a regal repast. The interior is awash in earthy colors, sleek banquettes, and oversized cushions. The slate-gray dining room is serene with clean lines drawing the eye across the meticulous design, while the staff is impressively warm and relaxed for a restaurant of this caliber. Chef Corey Lee's nightly tasting menu is a unique marriage of contemporary American and Korean influences and Master Sommelier Yoon Ha oversees an exceptional beverage program. Dishes promise a fascinating interplay of ingredients, as seen in the potato salad crowned with mirin-glazed anchovies and spirals of mild red chili. Find subtlety and elegance in raw fluke seasoned with sesame oil and sandwiched between crisp sesame leaves; while sea bream served in an aged tangerine jus with black trumpet mushrooms is royally decadent. Rich, marbled beef reaches a new height of excellence when prepared with charred scallion sauce, ramps, and meaty morels. Finally, a striking dessert of luscious coconut cream with strawberry gelée, tapioca pearls, and topped with a thin disc of meringue, will have you seeing stars.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94105-Benu-325324-41102
79,Janchi,Cuisine Korean,From 25 USD    to 49 USD,Simple standard.,"Koreans know their drinking snacks, and this Seoul-inspired ""gastropub"" boasts some great ones, including KFC (the K is for ""Korean""-no colonels involved) coated in peppery, crunchy, garlicky breading and gleaming with an optional sweet and spicy chili glaze. Or try the fried pancakes, loaded with kimchi and onion. On the lighter side, there's a great salad with large cubes of tofu and crisp greens topped with tangy vinaigrette and dollops of chili sauce. With this booze-friendly menu, great drinks are paramount, and Janchi's list brims with Korean beers, soju, sake, and cocktails to prime your palate for the next bite. The simple space outfitted with dark wood furnishings and red accents is no-frills, but for an easygoing night out it's just right.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94114-Janchi-477456-41102
80,Per Diem,Cuisine American,From 25 USD    to 49 USD,Good standard. Our best addresses.,"This aptly-named hot spot is a favorite among the well-heeled FiDi power players who fill its dramatic, bi-level space. Equal parts industrial loft and swanky Prohibition-era club, Per Diem is a vision of rich wood surfaces, dramatic pillars, exposed brick, and concrete. It's a sleek atmosphere for a sleek crowd-but the real draw here is the food. A new chef has taken the menu in a seasonally inspired direction that's at once refined and approachable. Of-the-moment delights include a salty, smoky flatbread topped with slices of roasted porcini and hon shimeji mushrooms, shaved prosciutto, and crescenza cheese. This may be tailed by an equally impressive spinach-ricotta ravioli with roasted squash, a soft-poached egg, and sprinkle of lemon gremolata.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94101-Per_Diem-468656-41102
81,Stones Throw,Cuisine Contemporary,From 25 USD    to 49 USD,Simple standard.,"A good neighborhood restaurant should only be a stone's throw away, and this model has clearly hopscotched into Russian Hill's affections. Its terra-cotta floors, yellow walls, and chunky wood tables have a Mediterranean air, but the menu is more eclectically American, with a sizable beer and wine selection that makes the front bar great for a spur-of-the-moment drink and bite. Clever takes on approachable dishes abound on the menu, from ""toad in the hole"" lasagna with a poached egg at dinner, to asparagus and duck confit hash at brunch. The creamy smoked salmon mousse, with bagel chips and crème fraîche, is rich and delicious. And pillowy doughnuts, topped with PB&J at dinner or pumpkin spice and pumpkin butter at brunch, are a delightful surprise.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94109-Stones_Throw-437008-41102
82,Reverb,Cuisine Californian,From 25 USD    to 49 USD,Good standard.,"The former home of Verbena has undergone a quiet revamp from the same owners, shifting from vegetable-centric haute cuisine to a more relaxed, omnivorous offering. Highlights include tender, smoky grilled octopus with spicy romesco and salsa verde; a delectable trio of heirloom carrots (caramelized, shaved, and pickled); and moist, flaky white bass with roasted artichoke purée, artichoke chips, and briny olive tapenade. While Reverb's menu has shifted, its hip space was left mostly untouched, with dramatic antique wood doors, soaring ceilings, and a glowing tower of back-lit jars of homemade pickles. The bustling bar, which serves up punchy concoctions like the Tikal (with mezcal, pineapple, celery, and dry sherry), remains a neighborhood favorite.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94109-Reverb-471912-41102
83,Helmand Palace,Cuisine Afghan,From 25 USD    to 49 USD,Good standard.,"A drab exterior and an awkward Van Ness address haven't always worked in Helmand Palace's favor, but the food-savvy know it's one of the Bay Area's best for Afghan cuisine. The well-appointed interior is worlds away from the busy thoroughfare's steady stream of traffic, with linen-draped tables, big blue-cushioned armchairs, and warm, inviting service. Every meal here kicks off with a basket of fluffy flatbread, served with three irresistible dipping sauces. The kaddo, caramelized baby pumpkin and ground beef in a garlic-yogurt sauce, is a perennial favorite, as is the chapendaz, marinated beef tenderloin over a tomato-pepper purée, rice, and lentils. Vegetarians will find numerous dishes to enjoy, all of them just as flavorful as the carnivorous feast.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94109-Helmand_Palace-335751-41102
84,Cockscomb,Cuisine American,From 50 USD    to 74 USD,Good standard.,"Carnivores will thrill to the offerings at this newcomer from offal-loving Top Chef Masters champ Chris Cosentino. And, largely because it doesn't shy away from aggressively rich fare like wood-grilled bruschetta topped with uni butter, sweet Dungeness crab, and buttery lardo; or smoky butterflied roast quail in a rich, salty tetrazzini gravy. Even veggie-centric celery Victor gets a meaty spin, its tangy vinaigrette accented by crisp chicken-skin chicharrónes. Thanks to the hearty menu and location in a tech-centric corridor, Cockscomb draws a mostly male crowd that packs in for shellfish platters and intense, boozy cocktails named for SF landmarks. Laid-back, yet attentive service and a soaring, industrial space make it the very picture of a hot spot.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94107-Cockscomb-468673-41102
85,La Folie,Cuisine French,From 75 USD    to 150 USD,Very good standard.,"Few grandes dames of high-end French cuisine remain in the city, but this long-running spot from Chef/owner Roland Passot has held strong. With two formal dining rooms featuring starched tablecloths, polished servers, and a tall art deco wine case, it's a favorite among occasion-celebrating couples and the luxury-loving tourist crowd. Diners can build their own three-to-five course prix-fixe, with old-school dishes like perfectly seared lamb rack with fava beans and green garlic, or delicate Dungeness crab bisque with English peas. Sumptuous supplements, from foie gras to lobster, are also offered, as is a chef's-choice tasting menu. For dessert, a clever baked Alaska blends bay leaf and rhubarb ice creams with vanilla chiffon.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94109-La_Folie-122626-41102
86,Oriental Pearl,Cuisine Chinese,From 13 USD    to 24 USD,Simple standard.,"Escape the cacophony of Chinatown at this calm upstairs retreat, where red ribbons hang in the light-filled windows and an attentive staff offers some of the neighborhood's best service. Though the crowd is decidedly non-Chinese with more than a few tourists mixed in, the food isn't overly Americanized and covers a range of regional specialties. Commence your culinary tour of China with an order of barbecue spareribs, lacquered on the outside and exceptionally tender on the inside, or a piece or two of dim sum. Then dive into the Chiuchow-style marinated duck, a plateful of sweet-and-salty meat beneath crisp, golden-brown skin. The Singapore-style rice noodles mixed with shrimp, pork, scallion, and yellow curry paste, are equally divine.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94108-Oriental_Pearl-122628-41102
87,Fringale,Cuisine French,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","This tech-centric corner of SoMa has seen booms and busts aplenty since the restaurant's opening in 1991, but Fringale has held strong, with a loyal squad of regulars who come for a taste of its Basque-inflected French cooking. The timeless décor starring clean wood furnishings and soft lighting is ideal for a business lunch or date night. Start with the tasty calamari à la plancha-its topping of briny black olives and sliced jalapeños clearly differentiates Fringale from its tired bistro competition. After the mostly French staff recommends a wine, dive into the juicy roasted chicken breast over fluffy Israeli couscous and crunchy fennel. Finish with a creamy, nutty hazelnut-and-roasted almond mousse cake, drizzled with rich dark chocolate, of course!",https://www.viamichelin.com/web/Restaurant/San_Francisco-94107-Fringale-122411-41102
88,Frascati,Cuisine Mediterranean,From 25 USD    to 49 USD,Good standard.,"Forget circling for parking and hop on a cable car instead to reach this quaint Mediterranean standby, where you'll see more of the iconic vehicles pass by their large front windows. Inside, closely-spaced tables are ideal for an intimate meal, and local residents definitely know it, because reservations are always hard to come by. Frascati's fare may not be the city's most innovative, but it is very satisfying, thanks to well-made classics like tender potato gnocchi with asparagus and peas in thyme-white truffle butter, or grilled duck breast in pomegranate sauce over hearts of palm and herb spaetzle. Split the luscious pain perdu, caramelized sponge cake soaked in citrusy crème anglaise, and let the friendly servers and soft lighting work their magic.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94109-Frascati-165199-41102
89,Regalito,Cuisine Mexican,From 25 USD    to 49 USD,Simple standard.,"Regalito is Spanish for ""little gift,"" and those who dine here will surely understand the choice of name. Instead of relying on the bold, spicy approach of local taquerias, Regalito takes a milder, ingredient-focused path, infusing dishes like chicken enchiladas with new life via handmade corn tortillas, fresh roast chicken, and a delicate green chili sauce. Familiar Mexican favorites get an upgrade here, from the super-sweet, fresh corn on the cob elote with tangy chili-lime mayo and cotija, to that silky vanilla flan bobbing in a pool of caramel sauce. The cheery, colorful space and friendly servers are welcoming, but the real charmers are those smiling cooks, who happily interact with diners in prime seats overlooking the open kitchen.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94110-Regalito-271329-41102
90,Commonwealth,Cuisine Californian,From 25 USD    to 49 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Good standard.","Welcome to this cool food-cum-tech heaven, appropriately set in the heart of the Mission District. Inside, the dining room nails that Nordic-Cali sensibility with sleek filament light bulbs, bare wood, and frosted glass that allows sun but shields guests from the bustling (read gritty) surrounds. The hospitable team of servers shares that same informal style. And their long counter is the absolute best place to drink, dine, and chill with a few friends. À la carte offerings are a welcome alternative to the fixed menu, and light portions encourage ordering four or more courses. The full tasting though lets guests thoroughly explore the kitchen's adept contemporary cooking. However, this meal may not be for everyone as the chefs' creativity can be more eclectic than crowd-pleasing. Begin with a lush, layered presentation of decadent sea urchin with creamy cauliflower pudding, fennel, and trace of popcorn powder and kale juice. Then remarkably tender pork cheeks are infused with wood smoke and served with Brussels sprout leaves, shaved apple, and crisp daikon in a fermented chili-miso broth. Desserts are far out yet technically superb, as in the salty-sweet boilermaker of beer meringue with sweet chocolate ganache, salty pretzel crumble, and crème fraîche ice cream.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94110-Commonwealth-325317-41102
91,Starbelly,Cuisine Californian,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","The simplest things are often the best, as a meal at Starbelly deliciously proves. Whether you're twirling a forkful of garlicky tomato spaghetti with jalapeños and house-made bacon, or squeezing a lime wedge over exquisite cornmeal-crusted fish tacos with spicy cabbage slaw, you're sure to savor something beautifully made, seasonal, and unfussy. Even an old-school sticky toffee cake is elevated with fresh Medjool dates and tangy mascarpone. A nexus of the Castro social scene, the cheerful, wood-paneled space is always full of locals hopping from table to table to greet their friends, and the back patio (heated and sheltered when it's foggy) is an appealing refuge. Be sure to make reservations: this is a local favorite, and for good reason.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94114-Starbelly-271320-41102
92,Fly Trap,Cuisine Middle Eastern,From 25 USD    to 49 USD,Good standard.,"This contemporary Middle Eastern restaurant is definitely a trap for corporate folk from neighboring offices, who often end up turning ""just one"" delicious after-work cocktail into a meal inside this warm and inviting dining room. Here, old architectural and botanical sketches as well as vintage maps abound; and the staff is attentive, efficient and kind, never fussy or intrusive. The unique food has a strong Persian influence that is showcased in tender meatballs with harissa, pomegranate, and pistachios. But even the more contemporary fare boasts a nuanced blend of spices, like the black cardamom in a braised short rib with quinoa, cranberry beans, and salsa verde. A tangy goat cheesecake with eggplant jam may sound strange, but is utterly satisfying.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94107-Fly_Trap-257779-41102
93,Delfina,Cuisine Italian,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","One of the city's greats for rustic Italian meals, Delfina is nestled on a block of gems for food lovers including Bi-Rite (and its creamery), Tartine Bakery, and sister spot Pizzeria Delfina. But even with this rarefied competition, Delfina books up well in advance and draws lines for its few walk-in seats. The simple, yet lively dining room is attended to by a warm staff, and the bill of fare shifts with the seasons. Soul-satisfying dishes include house-made fazzoletti with garlicky basil pesto, tender potatoes, and crisp green beans, as well as a perfectly roasted half-chicken in a richly caramelized jus. For dessert, one spoonful of the creamy, delicate fig-leaf panna cotta, accented by macerated pluots, will have you floating home on a cloud.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94110-Delfina-122601-41102
94,Leopold's,Cuisine Austrian,From 25 USD    to 49 USD,Good standard.,"The boisterous spirit of an Austrian gasthaus is alive and well in Russian Hill. All thanks are due to Leopold's, which draws a young crowd to its slice-of-Vienna dining room, adorned with wood booths, deer antlers, and attended to by cheerful female servers in dirndls. If dinner alone is your goal, go early; convivial groups lend the space a communal mien, but also get larger and louder as the night wears on and the boots of beer are drained. The carte du jour is rife with well-executed classics like golden-brown pork wiener schnitzel with a cucumber salad, vegetable strudel, and delectable raspberry Linzer torte. If you've got a group in tow, the choucroute garni platter, laden with pork ribs, sausage, potatoes, and sauerkraut, is a crowd-pleaser.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94109-Leopold_s-338326-41102
95,Salt House,Cuisine American,From 25 USD    to 49 USD,Simple standard.,"With a roster of restaurants including nearby Town Hall and Anchor & Hope, the owners of this Mission Street favorite know exactly what diners want. Attractive and comfortable, the industrial setting embraces its past as a former printing warehouse with details like wide plank and exposed brick flooring. While the atmosphere is business-friendly at lunchtime, with elegant fare like a bruschetta of grilled sourdough bread and decadent burrata drizzled with quality olive oil and syrupy balsamic, it amplifies when the after-work crowd streams in. Mains may include golden-skinned chicken confit atop a mélange of spring vegetables. Of course, such inventive desserts as salted caramel chocolate cake with German chocolate cake ice cream are not to be missed.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94105-Salt_House-178181-41102
96,Z & Y,Cuisine Chinese,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Simple standard.","Some like it hot, and here they are in heaven. Be forewarned: timid palates should steer clear of the super-spicy Sichuan dishes that have made Z & Y a Chinatown smash hit. Nearly every dish is crowned with chilies, from the huge mound of dried peppers that rest atop tender, garlicky bites of fried chicken to the flaming chili oil anointing tender, flaky fish fillets in a star anise-tinged broth with Sichuan peppercorns aplenty. The well-worn dining room may seem unremarkable and the service perfunctory, but the crowds are undeterred. Plan to wait among eager fans for a seat, but then settle in for delicate pork-and-ginger wontons swimming in spicy peanut sauce and more chili oil. Allot time to navigate the challenging parking situation.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94133-Z_Y-338328-41102
97,Frances,Cuisine Californian,From 50 USD    to 74 USD,Good standard.,"This tiny, intensely personal restaurant from Chef/owner Melissa Perello has been a neighborhood hit from the get-go. Chic, cozy, and perpetually packed, it's as perfect for a low-key date night as it is for dinner with the kids. And while reservations are a nigh-impossible score, the gracious staff saves ten counter seats for walk-ins-and serves every diner with equal aplomb. Perello eschews trendy powders and foams for hearty, seasonal fare, like bacon beignets with maple-chive crème fraîche, vibrant spinach and green garlic soup with black pepper cookies, and pan-seared wild trout with sunchokes and spiced yogurt. An array of exquisite desserts, like buttermilk panna cotta with strawberries, offers a fresh, light conclusion.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94114-Frances-271318-41102
98,Lazy Bear,Cuisine Contemporary,From 75 USD    to 150 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Good standard. Our best addresses.","Communal dining is the name of the game at this white-hot restaurant. Billed as a fine dining dinner party, Lazy Bear is an underground phenom ""gone legit,"" meaning your average Joe can now score a seat. That is, if they can jump through a few hoops: you'll need to buy a ticket in advance, and once you do, you'll be e-mailed a list of house rules you should read in earnest. Fortunately, this hip hottie delivers. The nightly tasting menu is dished out in a cool, bi-level warehouse and starts with aperitifs served alongside small bites upstairs in the loft, before moving downstairs to a dining room that boasts two giant tree slabs as communal tables, each lined with 20 chairs. Diners are given a pamphlet with the menu (there's space for note-taking underneath) and are invited to walk into the kitchen to chat with the cooks themselves. The young crowd loves this kind of chef worship, and digging into David Barzelay's luscious fare, we're inclined to agree. A saffron dish of creamy Anson Mills grits arrives with fresh lobster, pickled chard, Tokyo turnips, and prawn roe crisps; while tender caramelized squab is paired with lightly roasted sweet pear, a reduced jus, and crushed spices for dipping.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94110-Lazy_Bear-468662-41102
99,Wayfare Tavern,Cuisine Gastropub,From 25 USD    to 49 USD,Good standard.,"Though it feels like it's been around for decades, celebrity chef Tyler Florence's FiDi favorite is actually a toddler-at least in tavern years. Nonetheless, it's become a standby for business types doing deals or enjoying post-work cocktails. Complete with dark wood and leather furnishings, a private billiards room, and bustling bar, Wayfare Tavern has the air of a gastropub-turned-private club. Hearty Americana with seasonal accents defines the menu, like a take on biscuits and gravy that integrates plump dayboat scallops and spicy chili oil. Buttermilk-brined fried chicken, grilled hanger steak, and baked macaroni and cheese are pure comfort, as is a decadent TCHO chocolate cream pie with salty caramel ganache and devil's food cake crumble.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94111-Wayfare_Tavern-293063-41102
100,Belga,Cuisine Belgian,From 25 USD    to 49 USD,Good standard.,"Belgian brews and bites are the cornerstones of this new recruit in the former Café des Amis, which has kept its brasserie look but pivoted from Paris to Brussels. All the classics are accounted for: well-salted frites with garlic aïoli; bowls of mussels; and of course, house-made sausages-try the combo board, which comes with andouille, boudin noir, boudin blanc, and currywurst, not to mention a generous bowl of spaetzle. Flatbreads and salads round things out. The Euro-café vibe is fun with red banquettes, classic bistro chairs, and marble floors to complement the big beer selection (both European and domestic) and cocktails. Young Marinaites have, understandably, caught on quickly: the bar and dog-friendly patio are constantly abuzz.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94123-Belga-477458-41102
101,Trestle,Cuisine American,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Simple standard.","In SF's dizzyingly expensive dining landscape, this rookie, which offers a three-course menu for $35, is an incredible steal-provided you're willing to sacrifice freedom of choice. Dishes are top-notch, with great ingredients: on a given night, you might sit down to a repast of silky slow-roasted pork belly with grilled peaches, pristine pan-roasted salmon with chickpeas and salsa verde, and a velvety dark chocolate pot de crème with Bourbon-whipped cream. As with any killer deal, there are caveats: reservations are necessary and they are hard to score, and the noise level is through the roof. But, the historic brick space is lots of fun with cool, contemporary art and a namesake central trestle table. The fact that the price is right only adds to the lure.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94133-Trestle-477457-41102
102,Twenty Five Lusk,Cuisine American,From 50 USD    to 74 USD,Very good standard. Our best addresses.,"Nestled in the center of SoMa's dynamic startup scene, this high-design stunner draws an equally high-powered crowd. They stream in at happy hour to catch up on the latest tech gossip in the swinging lounge, then head upstairs to wheel and deal in the refined dining room, which boasts an impressive glassed-in exhibition kitchen. Lusk's food is American with contemporary touches, from the togarashi and carrot coulis that spikes a highbrow take on shrimp and grits, to the ginger vinaigrette that accents a summery salad of little gem lettuce and heirloom cucumbers. Dessert aficionados will thrill to the freedom from choice offered by the ""sampling"" trio, featuring creamy lime posset, spiced carrot cake, and a decadent salted-caramel brownie.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94107-Twenty_Five_Lusk-325325-41102
103,Range,Cuisine Contemporary,From 25 USD    to 49 USD,Good standard.,"Owner Phil West has returned to cooking at this Mission standby, whose menu has veered away from contemporary flourishes and back into straightforward American comfort. The results are sturdy and satisfying: tender roast chicken practically melts into a lovely asparagus, walnut, and kumquat bread salad, while a luscious chocolate peanut butter mousse cake gets an added boost from rich salted caramel ice cream. The drinks at Range continue to be as notable as the eats, and diners who skip cocktail hour are missing out on smart concoctions like the rum-based Wolf Moon, which boasts spicy, nutty notes from chili liqueur and sherry. Loyal regulars continue to fill the small, contemporary dining room, whose low, wood-beamed ceilings make every meal cozy.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94110-Range-122608-41102
104,Doc Ricketts,Cuisine American,From 25 USD    to 49 USD,Simple standard.,"Nestled in a sea of spendy corporate hangouts and touristy Italian-American joints, Doc Ricketts is a welcome change of pace with its unique upstairs-downstairs vibe-the basement level is Doc's Lab, a comedy and music venue where the full menu is offered. The upstairs restaurant is simple and airy, with wood furnishings, wide windows, and engaging servers at the ready. The American fare on the menu is unfussy and skillfully prepared, from butter-sautéed wild mushroom panzanella with chunks of torn sourdough and bacon-shallot vinaigrette, to a juicy, generously portioned half roast chicken, accompanied by toast slathered in chicken-liver mousse. Finish with a luscious chocolate pot de crème, topped with vanilla Chantilly and a chocolate cookie.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94133-Doc_Ricketts-468670-41102
105,Kusakabe,Cuisine Japanese,From 75 USD    to 150 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Good standard.","This is a place for dedicated sushi lovers. Serene with warm wood, clean lines, and a strong sense of minimalism, Kusakabe brings distinctive creativity to this sushi-focused operation. The stunning counter is crafted from a single piece of live-edge elm. Oyster-hued leather chairs and a ceiling of wood slats complete the Japan-chic look. Of late, due to increased popularity (and ergo, demand), the nightly omakase tasting has felt more like a conveyor belt-style dining experience. However, by employing myriad cooking techniques, Chef Mitsunori Kusakabe ensures that every bite is deliciously balanced and memorable. After awakening the palate with a cup of warm kelp tea, embark on a sashimi parade starring thick slices of bluefin served over crushed ice and with a tangy yuzu- onion- and sesame oil-sauce. A soup course may feature fresh crabmeat in a delicate tai broth bobbing with mitsuba, tofu, and sweet corn-speckled fish cake. And finally, a top rendition of sushi yields shima aji with daikon as well as ayu that is torched just enough to blister the skin and impeccably contrasted with grated cucumber. A single Shigoku oyster on the half shell served with a simple brushing of yuzu juice makes for a nice opening bite.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94111-Kusakabe-439933-41102
106,Tosca Café,Cuisine Italian,From 50 USD    to 74 USD,Good standard. Our best addresses.,"This historic bar has been expertly revived under NYC stars, April Bloomfield and Ken Friedman, who spent millions to add a kitchen and make its old-school charm seem untouched. White-coated bartenders shake and stir behind the glorious carved wood bar, while diners feast in the cushy red leather booths. Reservations aren't accepted and tables are few, so expect a wait. The food is Italian-American with Bloomfield's signature meaty influences, like flavorful, gamey grilled lamb ribs that nearly fall off the bone. Pastas are strong, from creamy gemelli cacio e pepe to rich, spicy bucatini all'Amatriciana, but don't neglect their vegetables: a dish of tender cauliflower and potatoes in a rich taleggio sauce with crunchy breadcrumbs is a showstopper.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94133-Tosca_Cafe-437010-41102
