,restaurant,Type,Price,review,Rating,Star
1027,Smoke Daddy,American,1,"After a renovation doubled the size of this barbecue joint and live music venue, it's become easier to grab a bite of burnt ends and a touch of the blues. The original room still oozes soul and smoke from its brick walls and vinyl floor, while the new space is bright and airy with a retractable glass door leading to an umbrella-shaded patio. No matter which barbecue style you pledge allegiance to-Kansas City, Memphis, or Carolina-you'll find something worth gnawing on, from moist pulled pork and chicken to spare and baby back ribs. Order any sandwich ""Daddy Style"" to get a few slices of brisket slapped on top, or fill up on jalapeño cornbread. Fans of the in-house Bloody Mary mix should grab a bottle to-go, along with smoked pig ears in a true doggy bag.",0,0
1028,Summer House Santa Monica,American,2,"Sunny days and southern California come to Lincoln Park in the form of this bright and breezy restaurant that resembles a beach house, albeit an enormous one with lots of house guests. It's the perfect choice for a summer's day-and not a bad one in the colder months, either if you're having a quick bite before the theater or want to shake off those winter blues for a while. There's even a countdown showing the number of days till summer. The menu proves a good fit for the surroundings by keeping things easy. There are sandwiches, tacos, and salads, but it's the meat and fish from the wood-fired oven that stand out. For dessert, choose a big cookie from the counter by the entrance. There's also a pizza restaurant and bar attached.",0,0
1029,Briciola,Italian,2,"After decades of cooking and traveling, Chef/owner Mario Maggi was ready to open a small place-just a crumb, or ""una briciola,"" of a restaurant. This tiny trattoria nestled between Ukrainian Village's brick buildings is indeed a speck of warmth and charm, festooned with party lights on the patio and mustard-toned walls inside. Traditional Italian cuisine gets personalized tweaks from the chef. Carpacci may include paper-thin octopus, beets, or beef; macaroncini alla Briciola folds diced Tuscan sausage into a spicy garlic-sage sauce; and a hefty bone-in pork chop, pounded thin, breaded, and pan-fried until golden, is a house classic dressed with arugula and shaved parmesan. A bottle from the wine shop down the block makes the meal even more convivial.",0,0
1030,Ada St.,Contemporary,2,"Despite its obscure location among the industrial warehouses of far-east Wicker Park, adventurous diners have no trouble seeking out Ada St. Reservations aren't accepted after 6:30 P.M., so the cozy, brick-walled lounge quickly becomes a party space where patrons peruse the wooden cubbies of vinyl to create their own soundtrack. The menu of small plates is influenced by both hearty gastropub dishes and lighter Mediterranean bites. Tabasco mash ketchup heats up a plate of charred, tender octopus, while a poached egg gilds rich duck confit tossed with cavatelli. Even the snappy green beans need nothing more than Dijon butter to shine. Before you take off, show your appreciation by choosing the last item on the menu: a six-pack of beer for the kitchen staff.",0,0
1031,Schwa,Contemporary,4,"There comes a point when pared-down style jumps from being easy-to-miss and becomes hard-to-forget (think security grills on the façade). When a utilitarian and self-consciously bare interior seems modern and industrial. When temporarily disconnected phone lines and full mailboxes make every hipster in the room feel like he hit the jackpot to score this reservation. The booming hip-hop peppered with expletives reflects the deeply talented chefs' ethos, going well beyond laissez-faire to reach the point of ""we don't give a damn."" That said, you probably won't either. The food really is that good. The 14-course nightly tasting has no menu really to speak of, but there are plenty of tattooed servers ready to describe each dish with details that come at you rapid fire. While some courses may seem way out of balance in terms of flavor and textural complexity, others have been known to show nuance and delicacy-as evident in the smooth and fine Osetra caviar sitting in a mélange of cashew nut purée, tender hearts of palm, and fried plantain chips; or a single quail egg raviolo with its glossy and unctuous brown butter sauce. Desserts can be pure genius, beginning with watermelon ice and unagi ice cream-a sprinkle of togarashi perfectly foils the intensity of this treat.",1,1
1032,Taus Authentic,International,2,"You'll want to make an evening of it at this Wicker Park newcomer, where a stylish front lounge-complete with a working fireplace-makes for a cozy spot to enjoy a beer or cocktail. Then you may proceed to linger over a meal in the beautiful dining room, a modern vision of wood, powder blue velvet, and plate glass windows. Chef Michael Taus has designed a menu made for grazing: think charcuterie, cheese, and starters including a sunchoke dosa. Made from lentils and basmati rice, this lacy crêpe is topped with chunks of tender sunchokes in a spicy red curry sauce sweetened by golden raisins and candied pumpkin seeds. A tasting portion of pan-seared fluke, plated with sweet chili vinaigrette and a Korean-style pancake studded with dried shrimp, is equally delicious.",0,0
1033,Gemini Bistro,American,2,"Opposites attract at this delightful neighborhood bistro that offers the best of both worlds: a chic, upscale setting with a casual, approachable attitude. Dark Venetian blinds and awnings remove outside distractions, letting guests focus their attention on the white marble bar and the lychee martinis shaken there. Most street parking in the area is permit only, so consider the valet. Seasonal American cooking pulls inspiration from the Mediterranean in dishes like plump double-boned pork chop Lyonnaise, cooked to a juicy medium, draped in herbed demi-glace, and nestled with cipollini onions and roasted fingerling potatoes. Smaller bites like a trio of seared scallops are paired with the timeless flavors of brown butter, capers, and lemon zest.",0,0
1034,Antique Taco,Mexican,1,"No reservations and walk-up counter service lead to an inevitable wait at Antique Taco (wear comfortable shoes). Ease the pain by browsing well-curated racks of knickknacks while awaiting market-fresh Mexican food, which arrives on abuela-worthy china plates. Place your order and score a wooden stool at a boxy plank table. Antique Taco piles its corn tortillas with substantial and delicious fillings. Crispy battered fish is spiced up with sriracha-tartar sauce and chilled smoked cabbage slaw. Shredded roast pork is rubbed with adobo, glazed in tamarind, and joined with creamy avocado and queso fresco for tasty carnitas. Pickled red onions add punch to chunky guacamole. Vodka-spiked agua frescas are nice, but the horchata milkshake is unmissable.",0,0
1035,Riccardo Trattoria,Italian,2,"The timeless wood-and-cream décor doesn't resemble an Italian nonna's kitchen, but no matter-the soulful personality of Chef/owner Riccardo Michi and his cache of family recipes make his eponymous restaurant a second home to nearly half the neighborhood. It's a spot that's suited for flirty date nights, boisterous dinners, and every occasion in between. As befits the word ""trattoria,"" rustic Italian preparations take precedence, but the simplicity satisfies. Chunks of pork sausage add heft to a heaping bowl of hand-rolled cavatelli bathed in a light tomato cream sauce, and curls of grilled calamari need only a squirt of lemon, splash of olive oil, and sprinkle of parsley to sing. For dessert, a thin, buttery tart shell cradles tender wine-poached pears.",0,0
1036,Oiistar,Asian,1,"It's easy to mistake Oiistar for yet another trendy ramen joint-but don't. Sure, it's got all the design hallmarks-from a minimalist wood-planked dining room and industrial open kitchen, to a turned-up soundtrack. But, the internationally influenced menu makes it much more than your average slurp shop. In fact, ""It's A Small World"" could be the unofficial theme song for their lineup of steamed buns and comforting ramen bowls showcasing noodles hand-pulled in-house each day: fiery kochujang complements barbecue chicken on the pollo bun, while the saltimbocca bun goes Italian with sage, prosciutto, and mozzarella. Extra special is the chadolmen, which blends a tangle of delicate wheat noodles with brisket and ground pork in a spicy miso and kimchi broth.",0,0
1037,Cumin,Indian,1,"This proudly-run blend of Nepalese and Indian eats sits among a plethora of bars, coffee shops, and vintage stores in boho-centric Bucktown. While fans of the sub-continent love Cumin for its clean and modern surrounds, linen-lined tables struggle to contain the myriad plates that pile up during its ubiquitous lunch buffet. Paintings of mountain scenes decorate crimson-red walls and prep diners for an authentic range of flavorful food hailing from the Northeast. Nibble on crispy samosas or onion bhajis (finely shredded onion fritters) teamed with mint chutney. Then soak pieces of buttery naan in rich and vibrant saag bobbing with soft chunks of chicken. For a sweet finale, dig into a creamy pistachio kulfi or opt for a light and fruity mango lassi.",0,0
1038,Takito Kitchen,Mexican,2,"Chicago's upscale taco circuit gets a new contender with Takito, where fresh ingredients make Latin-inspired food sing. Tequila takes pride of place in a chile-salted margarita, while skylights and mirrors make the narrow, mod-industrial space seem even brighter and larger. Sure, you can get a corn tortilla here, but sesame and hibiscus options let the kitchen get creative as evident in tacos filled with cornmeal-crusted redfish, beef barbacoa, or tamarind-chayote pequin. Shared plates like sope de carne asada blur culinary boundaries with the addition of Brunkow cheddar and green onion kimchi. It's an across-the-board mishmash of colorful flavors, but certainly a good way to go over the top. Sister spot Bar Takito also boasts a notably concise menu.",0,0
1039,Greentea,Japanese,2,"Regulars would rather your eyes glaze past Greentea's nondescript storefront so they can keep this secret to themselves. The bento box-sized room isn't glitzy, so the scene is limited to a few lucky cat sculptures and plants to punctuate the seafoam green walls. Otherwise, the focus is kept on the itamae in colorful chef's coats and the pristinely fresh seafood they're preparing. Purists love the well-priced nigiri, sashimi, and manageably sized rolls showcasing silky hamachi or glistening uni with a touch of minerality. Tiger Eyes salad is a visual showstopper: squid stuffed with smoked salmon, julienned cucumber, and marinated carrots sliced into thin rounds are a clever and flavorful resemblance to an orange-pupiled eye.",0,0
1040,Mirai,Japanese,2,"Mirai is a bit like Disney World. You know it's not real, but who cares? The Japanese food is westernized and by no means traditional, but unless you're dining out with Mr. Shinzo Abe, rest assured that nobody will cry foul. Bold and appetizing flavors beg to take center stage. It's really all about the fish at this spot-just look around and you'll find most devotees feasting on sashimi, unagi, and maki. If raw fish doesn't float your boat, take a shot at one of the house specialties like kani nigiri, a baked king crab concoction. There is also a surfeit of hot dishes-think chicken togarashi with spicy, sweet, and tangy flavors. Affable and alert service combined with a relaxed atmosphere make this a hit among area residents.",0,0
1041,Aquitaine,American,2,"When Lincoln Park locals want French-inspired cuisine, they head to Aquitaine for a taste of Chef/owner Holly Willoughby's refined cooking. Dim lighting and subtle brocade details on the walls keep the long, narrow dining room casually romantic, with enough simple sophistication to swing a Saturday night date or weekday post-work dinner. A well-priced wine list only adds to the elegant appeal. Large chunks of succulent lobster are a luxe touch in a ramekin of tender potato gnocchi bathed in creamy sauce. Eggplant, olive, and tomato relish give double-cut lamb chops a Provençal spin, heightened by a drizzle of basil pesto. Textbook-perfect crème brûlée needs only a tap of the spoon to send its delicate sugar crust splintering into the silken custard.",0,0
1042,Mon Ami Gabi,French,2,"A real French bistro can give an American steakhouse a run for its money in the meat department any day, and the 11 different steak preparations on Mon Ami Gabi's menu (all served with crispy golden frites) are justly impressive. Beyond the butcher case, a selection of satisfying Francophile classics keeps the sophisticated Chicago contingent returning to this cozy, stylish standby. Tradition reigns in the kitchen, where the emphasis is on flavorful and unpretentious dishes like seafood pot-au-feu bobbing with scallops and pepper-crusted cod fillet in a tasty fennel broth. Pickled cornichons and warm toast points make a meal out of house-made country pâté. And for an indulgent finish, split a plate of warm caramel-drizzled pineapple crêpes.",0,0
1043,Nando Milano Trattoria,Italian,2,"A corner bar television constantly tuned to (European) football, vintage aperitivo posters, and a welcoming patio tailor-made for afternoon glasses of prosecco: charismatic host Dario Vullo has installed his own little slice of Milan in Wicker Park. The chic trattoria offers an intensely Italian menu and wine list to match the authentic accents of Vullo and family. A trio of arancini are playfully prepared, with each rice ball sporting a unique shape-sphere, triangle, and cube-to denote a special filling like Bolognese ragù and smoked mozzarella; or mascarpone and spinach. House-made pastas like beet gnocchi in saffron sauce steal the show from equally flavorful and fresh focaccia sandwiches layered with creamy burrata and Prosciutto di Parma.",0,0
1044,Las Palmas,Mexican,2,"Vivid décor complements the spirited flavors on the menu at Las Palmas, from the colorful Mexican artwork on adobe-style walls to exposed ductwork welded to resemble a scaly dragon winding through the deceptively large space. If the weather suits, the outdoor garden or glassed-in atrium beckon; if not, a cozy fireplace in the front room keeps things intimate. The cocktail menu draws inspiration from both South and Central America, featuring a variety of capirinhas and mojitos alongside inventive cucumber-lime and pineapple margaritas. Vibrant and modern Mexican dishes like crispy taquitos with chicken barbacoa, pickled red onion, and tangy salsa cruda; as well as seafood-filled cornmeal empanadas with peanut-jalapeño relish showcase the kitchen's flair.",0,0
1045,Lillie's Q,Barbecue,2,"Bucktown's urban barbecue shack takes a scholarly approach to 'cue, as each table bears a caddy stocked with six regionally specific sauces for embellishing the slow-smoked meats to come. Cocktails served in Mason jars are a specialty made from ""moonshine"" offered at three proof levels, and servers in modern mechanic's shirts tend to the crowds clamoring for heaps of smoked meats rubbed in ""Carolina dirt."" Tri-tip is tender and pink-tinged after its time in the smoker with the joint's signature dry rub; while the succulent smoked hot link rests in a butter-griddled, top-sliced brioche bun served with Southern-style coleslaw. And if at-home grilling is your thing, you'll be pleased to know that the mouthwatering sauces are available by mail order.",0,0
1046,Rickshaw Republic,Indonesian,1,"The captivating flavors of Southeast Asian street food are matched by the creative design at this friendly, family-run Lincoln Avenue space. Color and pattern collide as parasols, puppets, and bird cages vie for attention with abstract Indonesian wood carvings. Once the food arrives, though, the spotlight shifts to the aromatic plates. Start with crisp martabak crêpes that behold a savory combination of beef, onions, and egg. Then move on to lemongrass-braised chicken thighs in a turmeric-tinged coconut curry with sweet and spicy tamarind sambal and pickled cabbage. Surprise your palate with es cendol, a mix of coconut milk and green pandan jelly in palm sugar syrup. Finally, take one of Mama Setiawan's homemade sambals home to bring color to your cooking.",0,0
1047,Big Star,Mexican,1,"Bucktown's favorite taqueria has all the fixings for a fiesta. Craft beers, custom-bottled Bourbons, and pitchers of margaritas wash down the affordable abundance. And, despite the grungy décor, the vibe is as intoxicating as the aroma of the taco de chorizo verde. The patio is even more of a party, and sun-starved Chicagoans can be spotted out there soon after the groundhog has (or hasn't) seen his shadow. Tacos are served individually, thus allowing ample opportunity to graze on the likes of the pollo pibil-achiote- and citrus-marinated chicken thighs steamed in banana leaves, topped with pickled onion slices and cilantro. Save room for the salsa de frijole con queso, a crock of pinto bean dip accompanied by lime salt-sprinkled tortilla chips.",0,0
1048,Taxim,Greek,2,"Though Taxim channels the spirit of Greece in its food, the Moroccan-esque décor takes inspiration from Turkey and other Mediterranean coastal neighbors. The large room glints with light from hanging Moorish lanterns and copper-topped tables. Share small plates on the sidewalk patio to take full advantage of Wicker Park people-watching. Many of Taxim's dishes get a modern twist while remaining respectful to the islands' traditional cuisine. Wild Greek oregano and ouzo-preserved lemon offer a perfect balance to roasted Amish Miller Farms chicken; while loukoumades prove that no one can resist fried dough, especially when tossed in wildflower honey and topped with rosewater-infused pastry cream. The all-Greek wine list is an adventure for oenophiles.",0,0
1049,Dove's Luncheonette,American,2,"With a chill, throwback vibe, all-day breakfast, and a drink list with more than 70 labels of agave spirits, this One Off Hospitality roadhouse is a Wicker Park hipster's dream come true. To drive the point home, the diner features wood-paneled walls, counter seating, a record player spinning the blues, and of course, Tex-Mex fare listed on a wall-mounted letter board. The daily special may be a blueberry quinoa pancake, while savory favorites include crunchy buttermilk fried chicken with chorizo verde gravy or the farmer's cheese-stuffed Anaheim chile relleno, served in a pool of tomato-serrano sauce with pasilla chiles and pickled chayote slices. Pies from Hoosier Mama Pie Co. are a grand finale; try the lemony Atlantic Beach with a saltine crust.",0,0
1050,White Oak Tavern & Inn,American,2,"Though there was a late summer (2015) transition in chefs, a creative sense of flavor combinations and technical finesse continue to flourish at this appealingly rustic restaurant and inn. Midwestern hospitality and bounty are at the forefront here, and every ingredient on each section of the multi-category menu is of irreprehensible quality. The in-house cheese-making and bread programs are on full display as evidenced in a bowl of stracciatella, where mozzarella mingles with pickled shallot rings next to fluffy, griddled focaccia sticks. A whiff of smoke uplifts moist, meaty sturgeon, simply seared and surrounded by candied hickory nuts and nutty crème fraîche; while a refined and clever root vegetable tartare is deliciously crowned by a sous vide duck egg.",0,0
1051,Enso,Japanese,2,"All bases are covered at Enso, from tempura to ramen and chirashi to teriyaki, but it's mostly about maki. There are fairly classic combinations of ingredients on offer, but also more challenging blends of flavor. If you can't decide then you can always ""make your own maki""-but you'll only have yourself to blame should the memory of your chosen flavors return to haunt you at a later date. The homemade steamed buns are also worthy; a filling of roasted pork belly with pickled vegetables inside one of these little pillows of delight is hard to beat. The vaulted room looks like a Goth's cellar, all black and moody, with the open kitchen at the far end shining like a beacon of hope. Larger parties should try to snare one of the low-slung booths.",0,0
1052,The Duck Inn,American,2,"Grab a taxi and head to the warehouses of Bridgeport, where this stylish, modern tavern-from neighborhood native Kevin Hickey-feels like a diamond in the rough. Through a set of French doors, the hubbub brought on by intricate cocktails in the retro globe-lit lounge leads to a decorous dining room with wide wooden tables and curvy midcentury seating. Beyond the kitchen's signature rotisserie duck for two, the menu spreads its wings with a focused but diverse selection of small plates and entrées. Briny sea beans are the crowning touch to a winning dish of uni butter-slathered spot prawns and creamy risotto, while a duo of pickle- and beer-brined chicken thigh and drumstick glisten with a tableside finish of smoked paprika jus.",0,0
1053,Bourgeois Pig Cafe,Deli,1,"Scholarly types from nearby DePaul University adore this bookish café on a quiet block of Fullerton. Choose from a litany of salads, sandwiches, and drinks from oversized chalkboard menus behind the counter; then stake out one of the premium second-floor tables. Upstairs, chandeliers, cozy couches, and scattered antiques (not to mention frequent study groups guzzling caffeine and homemade cookies) lend character. Many sandwiches take names from literary works, like The Old Man and the Sea (tuna salad) or Catcher in the Rye (reuben). The muffuletta is a lightly pressed panini rendition of the New Orleans standard, stacking a deli's worth of ham, salami, mortadella, provolone, and mild giardiniera in fresh focaccia for a hearty yet delicate bite.",0,0
1054,Trenchermen,Contemporary,2,"In old-timey slang, a trencherman is a hearty eater and drinker, a definition that lets you know what you're in for at this glossy but comforting Wicker Park gastropub. Housed in a former Russian bathhouse, the black-and-white tiles and notched brick walls dividing the eclectic warren of rooms give a nod to the former tenant of this 1920s building. Bar snacks and weekend brunch are taken just as seriously as full-on lunch and dinner here. Corned beef adds a manly touch to eggs Benedict, especially when drizzled with piquant choron sauce. Dense pretzel cinnamon rolls straddle the salty-sweet line. A menu favorite at any time of day, fried pickle tots are served with kicky beet-tinged red onion yogurt and thinly sliced chicken breast bresaola.",0,0
1055,Fiesta Mexicana,Mexican,1,"Cheerful and bright, Fiesta Mexicana is truly a party for the eyes and tastebuds. High-ceilinged rooms are lined with colorful murals of small-town life, and wide-open front windows invite in warm evening breezes. Live mariachi bands turn up the heat on weekends. Creative Mexican fare begins with the usual suspects like tacos al pastor and piquant, spunky house-made salsa, but unique dishes broaden the offerings. Here, a bowl of fundido is a Latin cousin to spinach-and-artichoke dip, with a blend of tangy cheeses and plenty of roasted poblanos for extra heat. Pan-fried pork tenderloin medallions come smothered in tomatillo sauce alongside drunken beans, bacon-wrapped shrimp, and a side of smashed red potatoes with oozing Chihuahua cheese.",0,0
1056,Mindy's Hot Chocolate,Contemporary,2,"Bucktown wouldn't be the same without this sweet spot run by pastry chef extraordinaire, Mindy Segal. Diners walk past decadent hot chocolate mix and cookies on display before hitting an industrial-chic space fitted out with sleek dark wood, caramel-brown walls, and chocolate-toned leather banquettes. Get the point yet? Decadent chocolate is the name of the game here, though guests will be delighted to discover savory items beyond their expectations. Try the roasted tomato soup, garnished with bright green onion slivers; or the BLT with pesto aïoli, heirloom tomato, avocado, and thick, crispy maple-cayenne bacon. An affogato-a scoop of coffee-cocoa nib ice cream paired with the chef's namesake hot chocolate-makes for the perfect finale.",0,0
1057,EL Ideas,Contemporary,4,"Free your mind, keep your expectations high, and ignore the hand-made sign and desolate locale that make this undeniably edgy restaurant feel like a David Lynch movie. No one comes here for high-end pampering. Rather, the interior is an amalgam of heavy wood timber, zinc ductwork, abstract art, and a homespun curtain made of wine corks. The open kitchen and its team of freewheeling anti-heroes lend a dinner-party vibe, with guests bringing bottles of Bourbon as gifts for the chefs and others getting up to mingle. Woe to those who come here to dine alone. This prix-fixe is an all-embracive antithesis to highfalutin fine dining, with courses that the chef might describe as salty-sweet stoner food. Envision golden-fried potatoes in a piping hot leek soup, topped with liquid nitrogen-prepared vanilla ice cream that pops and crackles when poured overtop. The result is a brilliant playfulness that hits all the right gustatory notes. Seared venison may arrive with plump morels, jicama brunoise, beluga lentils, and wonderfully bright green garlic ""slaw."" Flavor, texture, and presentation reach their height in the chartreuse cake with candied fennel, wild huckleberries, and white chocolate crémeux.",1,1
1058,Pequod's Pizza,Pizza,1,"Ditch your diet, grab your fellow Blackhawks fans, and head to this Lincoln Park stalwart for some of the best pies in town. Christened for Captain Ahab's sailing ship, Pequod's menu promises smooth sailing for sports bar noshers, featuring a lineup of shareable bar snacks such as wings and mozzarella sticks, hearty sandwiches like tender Italian beef, and both thin-crust and deep-dish pan pizzas. Grab that cutlery before digging into the buttery crust of each deep-dish pie, ringed with blackened cheese at the edges. Then toppings like pepperoni, fresh garlic, and crunchy sautéed onions are generously layered between tart tomato sauce and handfuls of cheese for an oozy jumble in every bite. A towering wedge of fudge cake awaits those with room for dessert.",0,0
1059,de Quay,Fusion,2,"Given its history as a former colony, the Dutch have developed a great deal of appreciation for Indonesian culinary tradtions. And, Chef/owner David de Quay pulls from his family heritage to bring the two together at his eponymous restaurant. Delft pottery houses and sleek teak wood wall accents are visual mementos of this union. On the menu, sweet-and-sour babi panggang departs from its traditional pairing with roast pork to heighten succulent grilled shrimp and fragrant lemongrass lumpia. Crisp-edged dumplings enclose a creamy potato-and-Gouda filling that is studded with bacon and English peas. Chewy house-made stroopwafels sandwich warm spiced caramel with vanilla bean-flecked ice cream for an unforgettable finis.",0,0
1060,Kai Zan,Japanese,2,"A recent expansion has doubled the space of Kai Zan's tiny empire on far western Chicago Avenue, adding multi-rooms of wooden tables and benches next to the original sliver of a marble sushi counter. Make a reservation to guarantee a spot at the counter, where it's a pleasure to watch chefs and twin brothers Melvin and Carlo Vizconde work in synchronicity. Though known for its sushi, grilled items like juicy beef tongue complement the roster of exceptionally fresh bites. Smoky seared saba and octopus sashimi are served with typically restrained seasoning, needing nothing more than a dab of soy and dip in pickled wasabi sauce. Monthly specials may include Eskimo clouds, a poetic name for escolar-wrapped kushi oysters with Tabasco-ponzu foam.",0,0
1061,Han 202,Asian,2,"In a neighborhood dominated by sports bars and Irish pubs, Han 202 stands apart as a sophisticated pan-Asian alternative for White Sox watchers. Bare wood tables and high-backed coffee-and-cream leather seats convey polish-an attitude reinforced by the skilled chefs and servers. Dramatic driftwood sculpture and framed art play against pale walls. The $35 four-course prix-fixe menu is a true bargain, with each course punctuated by precisely cut fresh bites of sushi. Jeju Island hirame is lightly brushed with mirin and kissed with wasabi. Lobster tail arrives warm and buttery with a dollop of fresh ricotta and tender red beet halves, drizzled with olive oil. Seared duck breast adds juicy flavor to standard steamed vegetables in a fermented bean sauce.",0,0
1062,Birchwood Kitchen,American,1,"Every neighborhood needs a spot like this, where one can order a bowl of turkey chili followed by sourdough waffles simply because the mood strikes. (Speaking of the chili, it's perfectly spicy and studded with white beans, and those waffles arrive with vanilla bean butter and warm maple syrup.) The vibe here is enhanced by service that charms, and the team goes beyond mere smiles to engage with diners, even offering a cup of coffee for the road to help defend against winter's icy blast. This ""Kitchen's"" periwinkle façade stands out like a gem. Inside, a refrigerated glass case displays lemon bars, chocolate chip-banana bread, and other goodies to-go. And, the low-key crowd seated along old church pews lining exposed brick walls, are loyal for good reason.",0,0
1063,En Hakkore,Korean,1,"Healthy doesn't have to be humdrum. This simple little Korean eatery, run by a husband-and-wife team and decorated with more than a hint of whimsy, specializes in big bowls of bibimbap. You choose your rice and protein, be it pork or barbecue beef, decide on the heat level and then dive straight in-up to 16 different vegetables are used and they're as tasty as they are colorful. Also worth trying are the steamed mandoo (pork dumplings) and the curiously addictive tacos made with paratha. Simply place your order at the counter, grab a plastic fork and, if you're with friends, commandeer the large communal table. There's no alcohol (and it's not BYOB) so instead take advantage of an invigorating soft drink from the fridge. You'll feel so virtuous.",0,0
1064,Frances' Deli,Deli,1,"Frances' Deli is the type of quaint, lived-in diner everyone dreams of having just around the corner from home. Lucky Lincoln Park residents get that wish fulfilled at this authentic pre-war haunt packed with American antiques and memorabilia-where weekend waits are the norm as half the neighborhood vies for a place at one of the closely spaced tables. As with any good diner, breakfast, lunch, and dinner all know how to hit the spot. The deli roasts its own meats and does Jewish-American staples right, from flavorful, crisp-tender potato pancakes to oversized pastrami and brisket sandwiches with all the fixings (slaw, fries, and potato salad). As long as you're going for the full nostalgia trip, slurp down a made-to-order milkshake or malt.",0,0
1065,North Pond,Contemporary,3,"Sitting just north of the pond, this former warming house for ice skaters has been reconceived as a chic Craftsman-style cottage with windows overlooking the shimmering water. Flickering candles and wood accents make it feel like a remote forest lodge, and a quote from Chaucer over the wine rack enhances the overall historic feel. Both the reasonably priced à la carte and fixed menus appear simple, listing one or two main seasonal ingredients often repeated with new insight throughout a meal. However, each dish elevates farm-to-table cooking with creative exploration. This is at once clear in the ""egg, bacon,"" its velvety yolk ready to spill over and lushly sauce the roasted rapini, bacon confit, and dark slice of toasted pumpernickel beneath. This may be followed by pearly white fluke set over deep-green kale braised with bacon and paired with shards of crisped kale, juice-like kale foam, as well as bacon bits, purple potato slices, sweet apple balls, toasted hazelnuts, and a single, succulent Gulf shrimp. Finish with a quenelle of unique smoked olive oil sorbet paired with torn pieces of herbaceous rosemary cake, cinnamon-laced apple, spiced pecans, puffs of apple foam, and salt-pepper crumble. Then breathe a sigh of supreme satisfaction.",1,1
1066,Del Seoul,Korean,1,"Korean street food makes its way from the trendy trucks to a fast-casual space that gives the people what they crave. All the intoxicating flavors of Korean cuisine are here in finger food form, perfect for sharing or creating your own personal buffet. Choose from the video screens above the counter, take a number, and grab a seat. Bite-sized barbecue tacos are the star of the menu, filled with a variety of meats including kalbi-style braised beef short ribs or panko-breaded sesame-chili shrimp. Both get a topping of bright cilantro-onion slaw on grilled white corn tortillas. Canadian poutine crosses a number of borders when topped with more of those tender short ribs, house-made kimchi, pickled red onions, and a trio of melted cheddar, jack, and crema.",0,0
1067,Le Bouchon,French,2,"Pressed-tin ceiling? Check. Brick-and-Dijon color scheme? Check. Close-knit tables in a snug space? Check. A warm welcome from an actual Frenchman? Check. Owner Jean-Claude Poilevey has fashioned the quintessential bistro experience at Le Bouchon, where straightforward French food never goes out of style. The informal atmosphere gets convivially raucous as the night goes on with regulars lining the bar and petite dining room. Familiar, approachable favorites rule the menu: soupe à l'oignon, wearing its traditional topper of broiled Gruyère on a moist crouton, oozes and bubbles over the sides of a ramekin; and an ample fillet of saumon poché napped in beurre blanc is the essence of simplicity. A lunch prix-fixe keeps the wallet light but belly full.",0,0
1068,Homestyle Taste,Chinese,1,"For more adventurous fare than spicy Sichuan lamb or dim sum, look no further than this family-run favorite. Though the lengthy menu offers plenty of usual suspects (think scallion pancakes and mapo tofu), it's also chock-full of authentic Chinese dishes that will make any offal lover's day. Thin slices of lamb kidney are dry stir-fried, their mild flavor boosted by copious amounts of cumin and red chilies. Then, a sweet and sour sauce offsets the funky flavor of quick-fried intestine, tripe, and liver; and pickled cabbage and pork meatball soup, boosted by tofu and noodles, is a welcome warmer on cold days. The service is friendly and amenable, so don't be afraid to specify your preferred meat or ask for chili oil to amplify the heat quotient.",0,0
1069,Izakaya Mita,Japanese,1,"This Bucktown addition is a family-run tavern worth seeking out for its homespun take on izakaya eats and gracious hospitality. Start with single-serve sake in a jar so cute you'll want to smuggle it home, or a cocktail inspired by Japanese literature (the Norwegian Wood, a delicious interpretation of the Haruki Murakami novel ""Noruwei no Mori,"" blends whiskey, Luxurdo, sweet vermouth, and orange bitters).The array of small plates brims with creativity and flavor: tsukune are coarse-ground, delightfully chewy, and achieve a mouthwateringly charred exterior from having been grilled over bincho-tan; while tako-yaki are as delicious as any found on a Tokyo sidewalk. Korroke, a panko-crusted potato croquette, comes with tonkatsu sauce for delicious dunking.",0,0
1070,Pizzeria da Nella,Italian,2,"Though it calls itself a pizzeria, this cheerful and vast Italian hang near DePaul University is so much more. A mosaic-tiled wood-burning oven gleams from the rear of the dimly lit space, brightened by sunny yellow and Mediterranean blue walls. Craft beer nerds should take a seat at the bar for a sampling from the varied list of artisanal Italian brews. Authentic Neapolitan pizzas share menu space with modern stuffed ""bomba"" pies like the Ciotta Ciotta, which mounds a deli case's worth of salumi and cheeses between two pizza dough rounds. Pasta selections are equally sprawling, and include fresh combinations like pappardelle with plump mussels, black truffles, and pecorino. Limoncello-soaked strawberries over homemade sponge cake keep the finale light.",0,0
1071,La Plena,Latin American,1,"Owners Epi and Soraya Velez have created a warm and welcoming haven for anyone hoping to enjoy a little piece of Puerto Rico in Chicago. Their home-style cooking would make any Boricua proud, offering standards from mofongo to lechon and even the holiday favorite of coquito-with much less of the heaviness often associated with the traditional cuisine. As the story goes, the jibarito was created by Chicago's Puerto Rican community, and La Plena's rendition-featuring thin steak strips, garlicky mayonnaise, and melted cheese between fried flattened plantains-is an exceptional example. For dessert, dig into a slice of dense, eggy flan while you take in the dining room's custom murals that showcase Puerto Rico's beaches and countryside.",0,0
