,restaurant,type,price,rating,review,url
79,Maude's Liquor Bar,Cuisine French,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Don't be fooled by the aged patina of this sexy boîte: though a few items like the overstuffed curio cabinet and salvaged French metal chairs are true antiques, this chicly disheveled hang has been hiding out on West Randolph for only a few years. Contemporary and classic cocktails like a violet-tinged Aviator are served in champagne coupes, adding to the vintage atmosphere. Head to the second-floor bar to snack on oysters and frites, or fill up on Francophile comfort food under the glow of mismatched crystal chandeliers. Juicy, garlicky Toulouse-style pork sausage is served whole over bacon-stewed lentils, and smashed potatoes are rich with chicken jus. Sugar fiends will delight in the crème brûlée, which sports the perfect crackling sugar veneer.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Maude_s_Liquor_Bar-339787-41102
80,graham elliot Bistro,Cuisine American,From 25 USD    to 49 USD,Good standard.,"It's not likely you'll see peripatetic MasterChef Graham Elliot working the line at this bistro any time soon, but his namesake retains the pizzazz it brought years ago as a newcomer to the West Loop. Dramatic backlighting, colorful mosaics, and modern stained glass brighten the narrow, high-ceilinged space. The kitchen hums along in time to music bouncing off polished concrete floors. Simple comfort food goes upscale with the kitchen's cleverly deconstructed dishes. A breakfast-for-dinner twist on salmon becomes a perfectly seared fillet atop a dilled cream cheese ""schmear;"" an everything bagel tuile and onion jam drive the point home. Chicken noodle soup becomes pillowy mousseline-filled agnolotti on a bed of sunchoke purée and roasted carrots.",https://www.viamichelin.com/web/Restaurant/Chicago-_-graham_elliot_Bistro-373581-41102
81,Grange Hall Burger Bar,Cuisine American,From 13 USD    to 24 USD,Simple standard.,"American Gothic accents (think Grant Wood) invade the big city at Grange Hall, where a down-on-the-farm vibe is telegraphed loud and clear through swinging barn doors, quilted panels hanging above the lunch counter, and mismatched knit napkins set atop tables with wooden chairs and stools. The glassed-in pie kitchen in the back hints dessert won't be an afterthought. Choose your own adventure when building a burger, starting with a six- or nine-ounce grass-fed beef patty and adding toppings like Midwestern cheeses, smoked bacon, jalapeños, or homemade pickles. If a wedge of strawberry rhubarb pie or Bourbon-spiked milkshake is calling your name (especially when freshly churned ice cream is involved), go easy on those hand-cut farmhouse chili fries.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Grange_Hall_Burger_Bar-369071-41102
82,Jaipur,Cuisine Indian,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Business execs expecting the ubiquitous lunch buffet will be sorely disappointed by Jaipur-that is until they realize this popular weekday spot serves an affordable full-service lunch special that brings the buffet to your table in a parade of hammered copper katoris. In the evening, locals fill every sleek, nail-studded chair in the refined dining room as they await plates of boldly flavored Indian cooking. The broad menu features a lengthy selection of fresh and authentically treated favorites, most of which are available as part of the bountiful lunch special. Staples on the vast à la carte menu may include aloo papdi chaat; a rich and creamy chicken korma; spiced carrot soup; and scarlet-red tandoori chicken, served with garlic naan.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Jaipur-281122-41102
83,The Publican,Cuisine Gastropub,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard. Our best addresses.","The phrase ""meat market"" has many connotations at The Publican: everything about this bustling Fulton Market spot is communal, from the sprawling U-shaped table that dominates the space and the penned-in booths lining the perimeter to the sink outside the washrooms. That said, the ubiquitous pig-centric décor gives a more straightforward idea of what you'll find on the menu. As expected, pork takes precedence here with rillettes, platters of paper-thin aged ham slices, and house-made blood sausage to pair with one of the superlative beer selections. Weekend brunch gets in on the game with thickly sliced Publican bacon basted with Burton's maple syrup, or savory mushroom-and-chard French toast topped with roasted tomato and a fried egg.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-The_Publican-273498-41102
84,Les Nomades,Cuisine French,From 75 USD    to 150 USD,Very good standard.,"A giddy excitement bubbles through the air at Les Nomades, and with good reason: this intimate, charming restaurant feels like a secret hideaway within a gated Streeterville brownstone. Owner Mary Beth Liccioni welcomes all as if they were old friends, seating guests among the graciously arranged fresh flowers, framed artwork, and linen-topped tables. Though the fragrant herb-loaded lavash presented at each table is good enough to make an entire meal out of, save room for entrées like grilled Scottish salmon, served medium-rare with a colorful, flavorful mélange of beets, cucumber, and black olive tapenade. A single translucent langoustine raviolo duets on a plate with tempura soft shell crab, both enhanced by harissa- and saffron-spiked rouille.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Les_Nomades-269216-41102
85,Chicago Curry House,Cuisine Indian,From 13 USD    to 24 USD,Good standard.,"Maybe you sniff the wafting aromas of ginger, garlic, and cumin first; maybe you hear the sitar music tinkling its welcoming notes as you enter. Either way, you know immediately that Chicago Curry House is a commendable showcase of Indian and Nepalese cuisine. The lunch buffet lets you eat your fill for under $12, with crispy pappadum, baskets of fresh naan, and must-have curries like the Nepalese khasi ko maasu with chunks of bone-in stewed goat in a velvety cardamom- and black pepper-sauce. Indian butter chicken, creamy and rich in a tomato- and garam masala-spiced stew, is equally sumptuous. À la carte offerings are even more extensive. The staff has helpful suggestions for dealing with the area's draconian parking restrictions, so call ahead for tips.",https://www.viamichelin.com/web/Restaurant/Chicago-60605-Chicago_Curry_House-326620-41102
86,Indian Garden,Cuisine Indian,From 25 USD    to 49 USD,Good standard.,"Frequent diners know it as ""The IG,"" but first-timers will appreciate the copious lunch buffet as much as the doctors, med students, and locals. These faithful droves routinely make the trip up a few flights of stairs to get their pakora and tandoori fix on, among kitschy but ornate touches like richly colored fabrics and wafting incense. Though the à la carte menu offers Northern Indian dishes brought to the table in shiny copper vessels, the lunch buffet covers all bases with vegetarian, chicken, and lamb items. Staples like saag, dal, naan, and basmati rice are freshly made. Bhuna gosht mixes succulent lamb with tomatoes, onions, and spices; while lassi or masala tea provide refreshment along with a decent selection of wine, beer, and cocktails.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Indian_Garden-273451-41102
87,Tru,Cuisine Contemporary,From 75 USD    to 150 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Excellent standard.","Fine dining at Tru has a strong air of formality that extends from the service team to the moneyed, well-dressed clientele. Beyond the discreet exterior, find an intimate lounge with a spotlit and vivid blue sculpture. Decorative branches and net curtains divide the cavernous space; while white walls adorned with Warhol lithographs lend a luxe-gallery feel. Leather and velvet banquettes surrounding well-spaced tables are popular for quiet gatherings or romantic interludes. The variety of dining options begins with an excellent prix-fixe, extending all the way up to a deep-pocketed caviar selection. However, the menu fulfills its literal promise of exploring Chef Anthony Martin's very modern kitchen. Superlative talent is abundantly clear in the smooth and silky foie gras covered in a thin shell of sugar and counterbalanced by segments of blood orange. Succulent and pearly white halibut is seared to perfection and seasoned with a warm, chive-infused cream sauce, while Berkshire pork is the center of an impeccable presentation of ""petit vegetables"" including brilliantly crisp and tender peas. Solid desserts include an apple strudel filled with golden currants and flanked by an icy scoop of pear sorbet. Splurge on the extraordinary wine pairings.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Tru-269298-41102
88,Brasserie by LM,Cuisine French,From 25 USD    to 49 USD,Good standard.,"Taking its cue from the neighborhood cafés that dot the boulevards of Paris, Brasserie by LM brings a bit of stylish French spirit to Michigan Avenue. Despite its chi-chi surroundings at the Essex Inn across from Grant Park, this is an understated modern diner, serving up affordably priced bistro fare from morning to night. The croque monsieur is a totem of indulgence, layered with ham and béchamel, then lavishly buttered for grilling and blanketed with melted cheese. Skin-on pommes frites pair pleasantly with the sandwich, but grilled Caesar salad drizzled with a garlicky dressing is slightly more inculpable. Splurge on the signature teurgoule, a classic rice pudding from Normandy made with plump, toothsome grains and heaps of cinnamon.",https://www.viamichelin.com/web/Restaurant/Chicago-60605-Brasserie_by_LM-373419-41102
89,Farmhouse,Cuisine Gastropub,From 25 USD    to 49 USD,Simple standard.,"Like shaking the hand of your local farmer, grab the pitchfork door handles of Farmhouse and you'll be almost as close to the source of your food. Much of the décor is salvaged and much of the menu is procured right from the Midwest. From Indiana chicken to Michigan wine, local is more than a buzzword. Exposed brick, rough-hewn wood, and wire-encased filament bulbs make it the quintessential modern tavern. Highlights of the harvest headline each course. Whole-grain mustard dresses up a vibrant (and requisite) beet salad. Nueske's bacon is the star in a rustic BLT, accompanied by Klug Farms peaches tossed with balsamic dressing. Cream cheese-frosted carrot bread pudding is fragrant from autumn spices, layered with a golden raisin purée and nutmeg crunch.",https://www.viamichelin.com/web/Restaurant/Chicago-_-Farmhouse-373579-41102
90,Giordano's,Cuisine Pizza,From 13 USD    to 24 USD,Simple standard.,"Value, friendly service, and delicious deep-dish pizza make Giordano's a crowd sweetheart. With several locations dotting the city and suburbs, this restaurant has been gratifying locals with comforting Italian-American fare for years. Come during the week-service picks up especially at dinner-to avoid the cacophony. Giordano's menu includes your typical salads, pastas, et al., but you'd do well to save room for the real star: the deep-dish. Bring backup because this pie could feed a small country. The spinach version arrives on a buttery pastry crust, filled with spreads of sautéed (or steamed) spinach with tomato sauce, and topped with mozzarella and parmesan. For those cold, windy nights, opt for delivery-their website sketches a detailed menu.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Giordano_s-298865-41102
91,The Dawson,Cuisine Gastropub,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","""See and be seen"" should be the motto of this hip spot, where globe lights shine like beacons through the façade's towering windows. Inside, a wraparound bar attracts spirited guests like moths to a flame. A lengthy communal table and open kitchen with a chef's counter offer multiple opportunities for meeting, greeting, and eating. Cocktails like the Surfer Rosa, which balances tequila and mezcal with blood orange and chilies, loosen-up diners jonesing for big flavors. When hunger strikes, caramelized onion sabayon, potato confit, and garlicky pea shoots add depth to an Arctic char fillet. And lest you forget dessert, Bourbon-pecan bread pudding set upon flash-frozen vanilla cream and drizzled with sea salt-butterscotch sauce, is meant for sharing-or not.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-The_Dawson-436448-41102
92,The Lobby,Cuisine Contemporary,From 50 USD    to 74 USD,Very good standard.,"You can't say you weren't warned. The Peninsula people sensibly realized that honesty was best when naming this vast space which looks remarkably like...a lobby. At least the friendly staff manages to wrestle back some control, and you know your conversation won't be overheard-because there aren't any tables near you. So why the recommendation? Because the food is very good. The lunch menu doesn't really get past lobster rolls and chicken legs, but at night the kitchen's innate skill is very much in evidence. Dishes are good-looking, but also have depth and ingredients are of irreproachable quality. Flavors marry well and there are intriguing touches of originality but never at the expense of the overall balance of the dish.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-The_Lobby-399962-41102
93,Piccolo Sogno,Cuisine Italian,From 25 USD    to 49 USD,Good standard.,"In-the-know locals craving mouthwatering Italian fare head to this swanky spot, usually packed with a dressy crowd. Inside, they are welcomed by a palette of rich, cool hues, crystal-beaded light fixtures that hang overhead, and an open kitchen boasting a wood-burning oven. Piccolo Sogno's rustic, yet refined menu offers traditional dishes with a twist. A version of the ubiquitous beet salad (both red and golden) is elevated here by shaved fennel, a drizzle of bright citrus oil, and a dollop of creamy, lush buffalo milk ricotta. If you need further encouragement, let us recommend the rabbit. Braised in a white wine sauce redolent of rosemary and lemon, the tender meat is served with wilted escarole and porridge-like semolina pudding.",https://www.viamichelin.com/web/Restaurant/Chicago-60642-Piccolo_Sogno-274770-41102
94,Fulton Market Kitchen,Cuisine Contemporary,From 50 USD    to 74 USD,Good standard. Our best addresses.,"Floor-to-ceiling windows put Embeya's industrial interior on display, letting passersby soak up its intriguing sculptural elements and Asian-inspired decor. Inside, blown-glass bouquets of light fixtures hang above communal tables, and wooden screens in intricate cutout patterns divide the lofty, airy dining room and open kitchen, where Chef Mike Sheerin and his team whip up enticing Pan-Asian fare. The affordable lunch menu features dishes like carrot salad with shaved country ham, an assertively spicy togarashi dressing, and a swipe of yuzu curd; or udon in a thickened broth with diced tofu and seasonal vegetables. Dinner entrées display more ambition, as in poached halibut with coconut, hearts of palm, and mint fumet.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Fulton_Market_Kitchen-438107-41102
95,Gino's East,Cuisine Pizza,From 25 USD    to 49 USD,Simple standard.,"Pizza pilgrims continue to make the trek to the original location of this renowned local deep-dish chain, where a 45 minute wait is the norm. However, solo diners may rest assured as they can order personal pies from a walk-up counter. The walls, scribbled with years of graffiti, are nearly as iconic as the high-walled pies themselves, whose crusts get their signature crunch from cornmeal and searing-hot metal pans rife with two inch-high sides. Filled with heaps of mozzarella and toppings like the ""Meaty Legend"" lineup of spicy pepperoni, Italian sausage, and both Canadian and regular bacon before getting sauced, it's hard to eat more than two wedges here. Nonconformists can of course opt for thin-crust pies, gussied-up by add-ons like roasted red peppers.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Gino_s_East-436454-41102
96,RL,Cuisine American,From 50 USD    to 74 USD,Very good standard.,"If you swoon for tartan and pine for the posh life Ralph Lauren represents, head for the boîte attached to the flagship Michigan Avenue store. Like a stylish private club but without the centuries of stuffiness, RL offers options for a quick solo lunch, cocktail at the mahogany bar, or full dinner. The odd Blackhawks jersey here and there doesn't detract from the overall aura. The menu is as classically American as the name, featuring bistro favorites like Waldorf salad and raw bar offerings alongside well-prepared dishes like sweet and plump pan-seared scallops with white balsamic-crème fraîche. The thin, flaky crust of a goat cheese- and caramelized onion-tart nearly steals the show from the rich atmosphere of the wood-paneled dining room.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-RL-273486-41102
97,NoMI Kitchen,Cuisine American,From 50 USD    to 74 USD,Good standard.,"A hushed aerie awaits on the seventh floor of the Park Hyatt at NoMI Kitchen. Let the dapper staff whisk you through the hotel lobby and elevator to a glassed-in dining room with Water Tower views. A semi-open kitchen doesn't detract from the lush but restrained décor, and a breezy terrace offers an alfresco option with a different menu. Chef Ryan LaRoche's impressive, ingredient-driven dishes are equally inspired by Eastern and Western cuisines. Fresh fish makes for a seaworthy selection of sushi and maki, while pickled pepper jam and sweet pine nut streusel pair with orbs of fried caponata-style eggplant that are crispy on the outside and perfectly silky within. End with a parade of house-made ice cream flavors like toasted vanilla marshmallow.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-NoMI_Kitchen-273481-41102
98,La Sirena Clandestina,Cuisine Latin American,From 25 USD    to 49 USD,Good standard.,"A relaxing Caribbean vibe breezes its way northward to Fulton Market and settles within La Sirena Clandestina's aquamarine walls. Languidly spinning fans, light filtered through antique etched glass panels, and an international selection of sippable rum and mezcal all conspire to bring guests' blood pressure down a notch or two. Baked empanadas rotate through a series of fillings, but these popular pockets never leave the menu. Whether stuffed with venison ragù or ricotta, hazelnut, and butternut squash, they're all exceptional. Handfuls of Manchego add decadence to plump bomba rice studded with fiery pickled jalapeño rings, toasted pepitas, and buttery white corn. Classic alfajore shortbreads filled with dulce de leche and sea salt are a memorable send-off.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-La_Sirena_Clandestina-409369-41102
99,NEXT,Cuisine Contemporary,From 75 USD    to 150 USD,Good standard.,"Welcome to dinner as theater, where the only thing more radical than each new theme is the success (or failure) of the cuisine. Next's conceit is reinvention. It may begin the year as, say, a culinary homage to French ""Bistro"" cooking with hit-or-miss fare that does little to underscore the kitchen's strengths. The long, dark, windowless room reflects that theme with a smattering of typical trappings, like chalkboard specials on the wall and little ceramic roosters on the table. Some concepts may be rooted in regional innovation, offering an array of Spanish ""Tapas."" Months later, the chefs may craft small plates with an eye on wine and global ""Terrior."" This is a very unique place with an adept and dexterous kitchen, but the experience just isn't for everyone.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-NEXT-410318-41102
100,Eleven City Diner,Cuisine Deli,From 13 USD    to 24 USD,Simple standard.,"Nosh on a mile-high sandwich or chocolate malt at Eleven City Diner, a modern revival of the classic Jewish deli. Gleaming subway tiles play off retro leather booths and swiveling barstools, while jazz in the background keeps things moving with chutzpah and finesse. Diner standards include patty melts, sandwiches piled with corned beef or pastrami, knishes, and latkes. Bubbie's chicken soup comes bobbing with a fluffy matzo ball the size of a baseball; while Junior's cheesecake from Brooklyn or a triple-decker wedge of red velvet cake sates all the sweet-loving guests. A full-service deli counter offers salamis and smoked fish to-go. For a true blast from the past, stop by the candy stand near the entry stocked with Bazooka Joe and other favorites.",https://www.viamichelin.com/web/Restaurant/Chicago-60605-Eleven_City_Diner-268991-41102
101,Bistronomic,Cuisine French,From 25 USD    to 49 USD,Good standard.,"Tucked away from the buzz of the Magnificent Mile, Bistronomic is a great place to cool your tired heels. Jaunty red awnings beckon brightly, and the revolving door spins guests into a warm room that's focused on the bonhomie of dining with friends. Oxblood walls, gray banquettes, and a central bar play up the bistro feel, while the kitchen conveys creativity with fresh renditions of tasty classics. Rusticity and elegance come together in a fillet of Lake Superior whitefish that is pan-seared to golden-brown and matched with spring ratatouille, preserved lemon, and puréed eggplant. Exquisitely crisp feuilletine is a glamorous upgrade to the classic Kit Kat bar, folded with hazelnuts, bittersweet chocolate, and finished with a sweet-tart orange sauce.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Bistronomic-333086-41102
102,La Sardine,Cuisine French,From 25 USD    to 49 USD,Good standard.,"In a neighborhood packed to the gills with gastronomic innovation, La Sardine may be the most daring option of all, flaunting hearty French bistro food in a warm and rustic setting. The time-tested combination of wheezing accordion music, white linens, tile floors, and pastoral murals makes it all the rage among diners craving the familiar-and a $30 lunch prix-fixe doesn't hurt either. From escargots and steak tartare to bouillabaisse and steak frites, Chef/owner Jean-Claude Poilevey nails the classic bistro dishes. Don't miss the steak haché, a patty of excellent ground beef seared to perfection, then topped with smoked goat cheese and plated with truffle-laced Bibb lettuce, a thick slice of maple bacon, and crunchy fried onion rings.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-La_Sardine-273457-41102
103,mk,Cuisine American,From 50 USD    to 74 USD,Very good standard.,"After nearly two decades in business, larger than life ""mk"" still welcomes all to Chef/owner Michael Kornick's eponymous flagship. Rich brown tones warm up the former paint factory's lofty interior, which features a skylit space that's beloved citywide for big nights and romantic evenings. There's a seasonal dish here to sate every appetite, whether diners are seated at linen-draped tables or perched on sleek stools in the lounge area. Bar bites offer upscale indulgences like bison sliders tucked into bone marrow-buttered focaccia, while a dual preparation of tartares-yellowfin tuna with Moroccan olives complementing Scottish salmon with charred red onion-could be a meal on its own. For dessert, citrusy ""Where troubles melt like lemon drops"" is every bit as charming as its name.",https://www.viamichelin.com/web/Restaurant/Chicago-60610-mk-269222-41102
104,Pizano's,Cuisine Pizza,From 13 USD    to 24 USD,Simple standard.,"While Chicago may be hailed as home of the deep-dish pizza, the thin-crust pies at Pizano's have justly earned their own devoted following. This refreshing and cozy local spot recalls Italian-American style without feeling like a chain-restaurant cliché; even the waitstaff's genuine warmth is palpable. Of course, the crowds come for the crust-here it is flaky, buttery, thin (by local standards), and perfectly crisp. As unexpected as it sounds, their pizzas are some of the best in town. And yet, it should be no surprise as pizza has long been the family calling: owner Rudy Malnati's father founded Pizzeria Uno. The ""thinner"" offspring at Pizano's sates its growing fan-base from three locations, and even ships to those far from the Second City.",https://www.viamichelin.com/web/Restaurant/Chicago-60610-Pizano_s-326628-41102
105,Vera,Cuisine Spanish,From 25 USD    to 49 USD,,"Pimentón de la Vera, one of the most powerful spices in Spanish cuisine, also provides partial inspiration for this first-come, first-served wine bar in the West Loop dining corridor. (The other homage? Chef/owner Mark Mendez's grandmother.) Exposed brick walls and walnut floors are typically lovely, but do little to soften the din of a happy hour crowd after a few glasses of sherry. Classic tapas as well as ham-and-cheese flights comprise the menu, along with larger plates like a piled-high paella with rabbit, duck, and chorizo. Shell out a few extra dollars for crusty bread to sop up the garlicky, lemony olive oil that bathes their plump head-on shrimp. Grilled rounds of octopus are sweet and smoky thanks to a liberal dose of good old pimentón.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Vera-362556-41102
106,Café des Architectes,Cuisine Contemporary,From 50 USD    to 74 USD,Very good standard.,"European sophistication lends extra polish to this shimmering contemporary spot in the Sofitel Hotel, where ""Bonjour"" is passed around freely by the mostly French staff. The dining room is just as chic, with crimson banquettes, black-and-white portraits of the city's architectural marvels, and floor-to-ceiling windows with striking steel accents. The seasonally shifting lineup of small plates is simple but creative, like a single Wianno oyster dabbed with fennel cream and crowned with spoonfuls of both sturgeon and faux citrus caviar. Market-inspired entrées include butternut squash ribbons curling over tender beef short rib and vanilla-tinged salsify purée. For a more casual, small bites affair, move to Le Bar, the hotel's chic watering hole.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Cafe_des_Architectes-268982-41102
107,deca,Cuisine Contemporary,From 25 USD    to 49 USD,Good standard.,"Part of the Ritz-Carlton's expansive 12th floor lobby, deca is a casual haunt that still keeps a few high-end accents around. Paintings hung in gilded frames add to the attractiveness in the seated dining area; and a gently trickling sculptural fountain (illuminated by a skylight) offers an auditory escape from the lobby's background buzz. The well-edited menu features light, seasonal dishes that are skillfully prepared. Two large pillows of freshly made squash ravioli are garnished with hearty kale pistou, pickled wild mushrooms, and toasted pepitas. Wild salmon with a crunchy mustard crust is bathed in luxurious garlic-red wine jus. Finish in style with a wedge of tangy lemon tart decorated with fresh raspberries and set atop a neat pool of coulis.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-deca-289574-41102
108,Tête Charcuterie,Cuisine French,From 25 USD    to 49 USD,Good standard.,"No greater respect can be shown to a former meatpacking warehouse than by converting it into a restaurant specialising in charcuterie. This most ancient of culinary arts is joyfully celebrated here in all its forms-there are cured meats, wonderful glistening terrines, rich pâtés, and plump homemade sausages. This is roll-your-sleeves-up food that will put hair on your chest. The enthusiasm of the on-view kitchen team is palpable. Curing is done in-house and there's a separate Sausage Room where they create their own varieties, which range from a French boudin blanc to Moroccan inspired merguez. But don't think they can't show a light touch when required: the ""spring garden"" served en cocotte is one of the prettiest things you'll see.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Tete_Charcuterie-448338-41102
109,Pelago,Cuisine Italian,From 50 USD    to 74 USD,Very good standard.,"Adjacent to Hotel Raffaello, the elegance of this brick structure is accentuated by large arched windows. Inside, the bi-level room wears a crisp style à la high ceilings, eminently comfortable leather seats, and a soft azure-blue color scheme. If the décor doesn't transport you to the Mediterranean in a flash, look to the regional Italian menu with ingredients imported directly. A salad of plum tomatoes topped with creamy burrata and fragrant basil in a light dressing is as inherently satisfying. So, too, are pasta signatures including rich risotto alle verdure or creamy ricotta-filled ravioli swimming in a vibrant sauce of spinach and showered with slivers of nutty parmesan. Swap dessert for a fine selection of imported cheeses, and never look back.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Pelago-273483-41102
110,Vora,Cuisine Asian,From 25 USD    to 49 USD,Good standard.,"Whether you're a carnivore, herbivore, or somewhere in between, Vora's plethora of Asian offerings aims to please. The modern space puts nature at the forefront with vine-like clusters of light bulbs snaking above bars, room dividers punctuated with floral cutouts, and sprightly lime-green banquettes. Can't choose from the health-oriented lineup of Taiwanese dim sum, Indian curries, or Chinese classics? The dim sum box is actually a bento offering a dizzying array of multi-cultural tastes: soft shrimp siu mai, juicy xiao long bao, steamed pork buns, and miso soup, as well as other bites. Slices of Sichuan beef and vegetables stir-fried with chili sauce can be amped up to match Chinatown's level of heat, or toned down to suit milder tastes.",https://www.viamichelin.com/web/Restaurant/Chicago-60610-Vora-436450-41102
111,Spiaggia,Cuisine Italian,From 75 USD    to 150 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Very good standard. Our best addresses.","This modern bi-level dining room showcases subdued shades of gray, an intricately tiled marble floor, and spacious seating that only money can buy. Its views of the lake and Magnificent Mile are just as priceless. Glass ""caves"" for wine and cheese, and charcuterie served at the bar whet the appetite. The kitchen reflects its elegant surrounds in treating each meticulously sourced ingredient with care, respect, and talent. Modern twists are clear throughout the menu, yet Spiaggia remains a very classic Italian restaurant. This is immediately evident in pasta courses such as the springy and resilient fresh tajarin; the thin and pale yellow noodles are twirled with a none-too-buttery sauce and generous shaving of fragrant white truffles. ""Little hats"" or cappelletti are stuffed with duck confit, leeks, and Parmigiano, then served in a rich duck consommé amid poached egg and dehydrated hen of the woods mushrooms. Venison with white truffles, chestnut purée, and tart macerated mulberries is amazingly delicate on all levels. Finish with puffs of blood orange meringue with pine-rosemary essence and pine-nut brittle. Ignore the occasional trip-ups and upsells; dining here is a true culinary journey.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Spiaggia-273490-41102
112,Cafe Spiaggia,Cuisine Italian,From 25 USD    to 49 USD,Good standard.,"After an extensive renovation, Cafe Spiaggia is sporting a sophisticated, contemporary new look, with beautiful white tufted leather banquettes, dark wood tables, and black-and-white photos gracing the wall. Towards the back, leather stools line a long white marble bar, and majestic floor-to-ceiling windows offer views of Magnificent Mile. The menu is solid and approachable Italian-a decidedly less formal alternative to sophisticated older sister, Spiaggia, next door. Kick things off with the piadini, a thin Romagna-style flatbread, grilled and folded around delicious fillings like mortadella, maybe a caprese, or even chicken and honey. Then, slide on over to the kitchen's focus-gemelli humming with summer beans, preserved lemon, Pecorino Romano, and Prosciutto di Parma.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Cafe_Spiaggia-268981-41102
113,Nico Osteria,Cuisine Italian,From 50 USD    to 74 USD,Good standard.,"Buzz around Nico Osteria has already reached deafening levels, especially since this Paul Kahan spot isn't tucked into a gentrifying corner of the city, but situated smack dab in the center of the chic Gold Coast. Communal bar seating keeps the space humming with energy, but moody lighting conspires to keep the vibe relaxed. Though billed as Italian-inspired cooking, the kitchen takes liberties with traditional dishes on the seafood-heavy menu. Well-grilled and generously oiled sourdough fett'unta topped with combinations like baccalà and Dungeness crab are rustic introductions to the meal. Ask for more bread to soak up the Neapolitan-style ragù-a skillet bubbling with goodies like a swordfish meatball and slabs of grilled pork belly in a tomato gravy.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Nico_Osteria-436449-41102
114,Hugo's Frog Bar & Fish House,Cuisine American,From 25 USD    to 49 USD,Good standard.,"Housed in a sprawling setting adjacent to big brother Gibson's, Hugo's always seems packed. The vast dining room sets white linen-topped tables amidst dark polished wood and pale walls decorated with a mounted swordfish, fish prints, and model ships. Hugo's bar draws its own crowds with abundant counter seating. The menu focuses on a selection of fish preparations as well as steaks and chops. These are supplemented by stone crab claws, oysters, crab cakes, chowders, and sautéed frog's legs. Speaking of frog's legs, the restaurant takes its name from the nickname of owner Hugo Ralli's grandfather, General Bruce Hay of Her Majesty's Imperial Forces. Bring a football team to share a slice of the Muddy Bottom Pie, a decadent (and enormous) ice cream cake.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Hugo_s_Frog_Bar_Fish_House-289559-41102
115,Merlo on Maple,Cuisine Italian,From 50 USD    to 74 USD,Good standard.,"Inside a graciously decorated Victorian townhouse, Chef/owner Luisa Silvia Marani proudly showcases the bounty of her native Bologna with an Emiliana-inflected accent and delicious Northern Italian fare. Her frequently changing roster of luscious dishes are edible billboards for the foods of the region-think mortadella di Bologna and tartufi neri del'Umbria. Rabbit ragù clings to delicate parsley-flecked bow tie pasta tossed with Parmigiano-Reggiano and copious handfuls of butter. Wine-braised bone-in lamb shank, served in its own rich sauce, needs little else to shine. Signature budino di mascarpone, cioccolato e caffé is the standard-bearer for proper tiramisù, accompanied by tart sugar-coated red currants to offset the creamy sweetness.",https://www.viamichelin.com/web/Restaurant/Chicago-60610-Merlo_on_Maple-294709-41102
